"doi","exemplar","type","key","value"
"Z7UFZGIY","27","string_cronbach","locations_cronbach.end","44041"
"Z7UFZGIY","28","string_cronbach","locations_cronbach.end","44224"
"Z7UFZGIY","29","string_cronbach","locations_cronbach.end","49003"
"Z7UFZGIY","1","string_cronbach","post_cronbach","as than those from dichotomous scoring (di- chotomo"
"Z7UFZGIY","2","string_cronbach","post_cronbach","as of continuous BIDR scores typically are in the r"
"Z7UFZGIY","3","string_cronbach","post_cronbach","as of di- chotomous scores typically are in the ran"
"Z7UFZGIY","4","string_cronbach","post_cronbach","a of .74, scores showed satisfactory reliability. S"
"Z7UFZGIY","5","string_cronbach","post_cronbach","a of .75, scores showed satisfac- tory reliability."
"Z7UFZGIY","6","string_cronbach","post_cronbach","as, and intercorrelations for the scores resulting "
"Z7UFZGIY","7","string_cronbach","post_cronbach","as than those from dichotomous scoring (di- chotomo"
"Z7UFZGIY","8","string_cronbach","post_cronbach","as developed by Feldt (1980) was adminis- tered fol"
"Z7UFZGIY","9","string_cronbach","post_cronbach","as than dichotomous scores: for SDE, t(99) = 2.23, "
"Z7UFZGIY","10","string_cronbach","post_cronbach","a. *p < .05. ***p < .001. BIDR: CONTINUOUS VERSUS D"
"Z7UFZGIY","11","string_cronbach","post_cronbach","a of the dichotomous SDE scores fell below the .60 "
"Z7UFZGIY","12","string_cronbach","post_cronbach","as, and intercorrelations for the scores resulting "
"Z7UFZGIY","13","string_cronbach","post_cronbach","as than those from dichotomous scoring (di- chotomo"
"Z7UFZGIY","14","string_cronbach","post_cronbach","a reliability coefficient than the dichotomous IM s"
"Z7UFZGIY","15","string_cronbach","post_cronbach","a. ***p < .001. 380 STÖBER, DETTE, MUSCH dure, t(53"
"Z7UFZGIY","16","string_cronbach","post_cronbach","as of the two scores was not significant, t(53) = 0"
"Z7UFZGIY","17","string_cronbach","post_cronbach","a was significant only for IM scores and not for SD"
"Z7UFZGIY","18","string_cronbach","post_cronbach","as of continuous and dichotomous SDE scores may sim"
"Z7UFZGIY","19","string_cronbach","post_cronbach","as from .69 to .88, all scales displayed satisfacto"
"Z7UFZGIY","20","string_cronbach","post_cronbach","as, and intercorrelations for the scores resulting "
"Z7UFZGIY","21","string_cronbach","post_cronbach","as than scores from dichotomous scoring (dichoto- m"
"Z7UFZGIY","22","string_cronbach","post_cronbach","as were significant for both scales: for SDE, t(164"
"Z7UFZGIY","23","string_cronbach","post_cronbach","a. ***p < .001. TABLE 5 Study 3: Correlations With "
"Z7UFZGIY","24","string_cronbach","post_cronbach","a) than those derived from dichotomous scoring. Mor"
"Z7UFZGIY","25","string_cronbach","post_cronbach","as than dichotomous scores, indicating higher relia"
"Z7UFZGIY","26","string_cronbach","post_cronbach","a captures the internal consistency (homogeneity) o"
"Z7UFZGIY","27","string_cronbach","post_cronbach","a, as could be demonstrated for the SDS–17 (Stöber,"
"Z7UFZGIY","28","string_cronbach","post_cronbach","as (Paulhus, 1994) or lower (Paulhus, 1991). Theref"
"Z7UFZGIY","29","string_cronbach","post_cronbach","a reliability coefficient is the same for two tests"
